W;W;W;W;W;W;W;W;W;W;W;W;W;W;W;W;W;W;W;W;W;W;W;W;W;W;W;W;W;W;W;W;W;W;W;W;W;W;W;W
W;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;W
W;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;W
W;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;W
W;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;W
W;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;W
W;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;W
W;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;W
W;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;W
W;B;B;B;B;B;B;B;B;;;;;;;;;;;;;;;;B;B;B;B;B;B;B;;;;;;;;;W
W;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;W
W;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;W
W;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;W
W;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;W
W;;;;;;;;;;;;;;;B;;;;;;;;;;;;;;;;;;;;;;;;W
W;;;;;;;;;;;;;;;B;;;;;;;;;;;;;;;;;;;;;;;;W
W;;;;;;;;;;;;;;;B;;;;;;;;;;;;;;;;;;B;B;H;H;B;B;W
W;;;;;;;;;;;;;;;B;B;B;B;B;B;;;;;;;;;;;;;;;B;B;;;W
W;;;;;;;;;;;;;;;B;;;;;;;;;;;;;;;;;;;;;;;;W
W;;;;;;;;;;;;;;;B;;;;;;;;;;;;;;;;;;;;;;;;W
W;;;P;;;;;;;;;;B;B;B;;;;;;;;;;;;;;;;;;;;;;;;W
W;;;;;;;;;;;;;;;B;;;;;;;;;;;;;;;;;;;;;;;;W
W;;;;;;;;;;;;;;;B;;;;;;;;;;;;;;;;;;;;;;;;W
W;;;;;;;;;;;;;;;B;;;;;;;;;;;;;;;;;;;;;;;;W
W;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;G;W
